DOI,Titulo_Tokens,Abstract_Tokens,Autores,Fecha,Seccion
10.48550./arXiv.2503.10857,Understanding Graphical Perception large Multimodal model,promising result large multimodal model LMMs complex vision language task that require knowledge reasoning perception ability together surprisingly find model struggle simple task infographic that require perception only existing benchmark primarily focus end task that require various ability provide limited fine grain insight limitation model perception ability to address gap leverage theory graphical perception approach use to study how human decode visual information encode chart graph to develop evaluation framework analyze gap lmm perception ability chart automated task generation response evaluation design framework enable comprehensive control testing LMMs graphical perception diverse chart type visual element task type apply framework to evaluate diagnose perception capability state art lmm three granularity level chart visual element pixel finding underscore several critical limitation current state art lmm include GPT-4o inability 1 generalize chart type 2 understand fundamental visual element 3 cross reference value chart insight provide guidance future improvement perception ability lmm evaluation framework label datum be publicly available https url,"Kai Zhang, Jianwei Yang, Jeevana Priya Inala, Chandan Singh, Jianfeng Gao, Yu Su, Chenglong Wang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10742,keyframe orient Vision Token pruning enhance Efficiency large Vision Language Models Long Form Video processing,vision language model VLMs demonstrate strong capability jointly process visual textual datum however often incur substantial computational overhead redundant visual information particularly long form video scenario exist approach predominantly focus vision pruning which may overlook spatio temporal dependency keyframe selection which identify informative frame discard other thus disrupt contextual continuity work propose KVTP Keyframe orient Vision Token Pruning novel framework that overcome drawback token pruning keyframe selection adaptively assign pruning rate base frame relevance query KVTP effectively retain essential contextual information significantly reduce redundant computation to thoroughly evaluate long form video understanding capacity VLMs curate reorganize subset VideoMME EgoSchema NextQA unified benchmark name SparseKV QA that highlight real world scenario sparse crucial event experiment vlm various scale show KVTP can reduce token usage 80 compromise spatiotemporal contextual consistency significantly cut computation maintain performance result demonstrate approach 's effectiveness efficient long video processing facilitate more scalable VLM deployment,"Yudong Liu, Jingwei Sun, Yueqian Lin, Jingyang Zhang, Ming Yin, Qinsi Wang, Jianyi Zhang, Hai Li, Yiran Chen",13/03/2025,Computation and Language
10.48550./arXiv.2503.10695,introduce Verification Task Set Consistency Set Consistency Energy network,examine logical inconsistency multiple statement such collection sentence question answer pair be crucial challenge machine learning particularly ensure safety reliability model traditional method that rely pairwise comparison often fail to capture inconsistency that only emerge when more two statement be evaluate collectively to address gap introduce task set consistency verification extension natural language inference NLI that assess logical coherence entire set rather isolated pair build task present Set Consistency Energy Network SC Energy novel model that employ contrastive loss framework to learn compatibility collection statement approach not only efficiently verifie inconsistency pinpoint specific statement responsible logical contradiction also significantly outperform exist method include prompt base LLM model furthermore release two new dataset Set LConVQA Set snli set consistency verification task,"Mooho Song, Jay-Yoon Lee",12/03/2025,Computation and Language
10.48550./arXiv.2503.10665,Small Vision Language model survey Compact Architectures Techniques,emergence small vision language model sVLMs mark critical advancement multimodal AI enable efficient processing visual textual datum resource constrain environment survey offer comprehensive exploration svlm development present taxonomy architecture transformer base mamba base hybrid that highlight innovation compact design computational efficiency technique such knowledge distillation lightweight attention mechanism modality pre fusion be discuss enabler high performance reduced resource requirement depth analysis model tinygpt V MiniGPT-4 VL Mamba identify trade off accuracy efficiency scalability persistent challenge include datum bias generalization complex task be critically examine propose pathway address consolidate advancement sVLMs work underscore transformative potential accessible AI set foundation future research efficient multimodal system,"Nitesh Patnaik, Navdeep Nayak, Himani Bansal Agrawal, Moinak Chinmoy Khamaru, Gourav Bal, Saishree Smaranika Panda, Rishi Raj, Vishal Meena, Kartheek Vadlamani",09/03/2025,Computation and Language
10.48550./arXiv.2503.10650,AI enable User Specific Cyberbullying Severity Detection explainability,rise social medium have significantly increase prevalence cyberbullying CB pose serious risk mental physical well being effective detection system be essential mitigate impact several machine learning ML model have be develop few incorporate victim psychological demographic behavioral factor bully comment to assess severity study propose AI model intregrate user specific attribute include psychological factor self esteem anxiety depression online behavior internet usage disciplinary history demographic attribute race gender ethnicity social medium comment additionally introduce re labeling technique that categorize social medium comment three severity level not Bullying Mild Bullying Severe Bullying consider user specific http url lstm model be train use 146 feature incorporate emotional topical word2vec representation social medium comment as well user level attribute outperform exist baseline model achieve high accuracy 98\% f1 score 0.97 to identify key factor influence severity cyberbullying employ explainable AI technique shap LIME to interpret model 's decision make process finding reveal hate comment victim belong specific racial gender group be more frequently target exhibit high incidence depression disciplinary issue low self esteem additionally individual prior history bullying be great risk become victim cyberbullying,"Tabia Tanzin Prama, Jannatul Ferdaws Amrin, Md. Mushfique Anwar, Iqbal H. Sarker",04/03/2025,Computation and Language
10.48550./arXiv.2503.10649,measure Political Preferences AI Systems Integrative Approach,political bias Large Language Model llm)-base artificial intelligence AI system such OpenAI 's chatgpt Google 's Gemini have be previously report several prior study have attempt to quantify bias use political orientation test such approach be limit potential test calibration bias constrain response format that do not reflect real world human AI interaction study employ multi method approach to assess political bias lead AI system integrate four complementary methodology 1 linguistic comparison AI generate text language use republican democratic U.S. Congress member 2 analysis political viewpoint embed AI generate policy recommendation 3 sentiment analysis AI generate text politically affiliate public figure 4 standardize political orientation testing result indicate consistent left lean bias most contemporary AI system arguably vary degree intensity however bias be not inherent feature llm prior research demonstrate fine tune politically skew datum can realign model ideological spectrum presence systematic political bias AI system pose risk include reduce viewpoint diversity increase societal polarization potential public mistrust AI technology to mitigate risk AI system should be design to prioritize factual accuracy maintain neutrality most lawful normative issue furthermore independent monitoring platform be necessary to ensure transparency accountability responsible AI development,David Rozado,04/03/2025,Computation and Language
10.48550./arXiv.2503.10620,TOWER SPIRE add Speech Modality text only LLM,large language model LLMs have show remarkable performance generalization capability multiple language task make very attractive target multi modality integration e.g. image speech work extend exist llm speech modality speech discretization continued pre training particular be interested multilingual llm such TOWER pre training setting allow to treat discretized speech input additional translation language result open source model SPIRE be able to transcribe translate english speech input maintain TOWER 's original performance translation relate task showcase discretize speech input integration additional language be feasible LLM adaptation make code model available community,"Kshitij Ambilduke, Ben Peters, Sonal Sannigrahi, Anil Keshwani, Tsz Kin Lam, Bruno Martins, Marcely Zanon Boito, André F.T. Martins",13/03/2025,Computation and Language
10.48550./arXiv.2503.10617,Compositional Subspace Representation Fine tuning Adaptive Large Language model,adapt large language model multiple task can cause cross skill interference where improvement one skill degrade method such LoRA impose orthogonality constraint weight level do not fully address interference hide state representation propose Compositional Subspace Representation Fine tuning CS ReFT novel representation base approach that learn multiple orthonormal subspace transformation specialize distinct skill compose lightweight router isolate subspace edit hidden state rather weight matrix CS ReFT prevent cross task conflict more effectively AlpacaEval benchmark apply CS ReFT Llama-2 7b achieve 93.94 win rate surpass gpt-3.5 Turbo 86.30 require only 0.0098 model parameter finding show specialized representation edit compose simple router significantly enhance multi task instruction follow minimal overhead,Andy Zhou,13/03/2025,Computation and Language
10.48550./arXiv.2503.10533,Impact Item write flaw Difficulty Discrimination Item Response theory,"high quality test item be essential educational assessment particularly Item Response Theory IRT traditional validation method rely resource intensive pilot testing to estimate item difficulty discrimination more recently item Writing Flaw IWF rubric emerge domain general approach evaluate test item base textual feature however relationship IRT parameter remain underexplored to address gap conduct study involve 7,000 multiple choice question various STEM subject e.g. math biology use automated approach annotate question 19 criterion IWF rubric study relationship data drive IRT parameter analysis reveal statistically significant link number iwf IRT difficulty discrimination parameter particularly life physical science domain far observe how specific IWF criterion can impact item quality more less severely e.g. negative wording implausible distractor overall iwf be useful predict IRT parameter particularly screen low difficulty mcq can not replace traditional data drive validation method finding highlight need further research domain general evaluation rubric algorithm that understand domain specific content robust item validation","Robin Schmucker, Steven Moore",13/03/2025,Computation and Language
10.48550./arXiv.2503.10515,probe LLMs Multilingual Discourse Generalization Unified Label Set,discourse understanding be essential many NLP task most exist work remains constrain framework dependent discourse representation work investigate large language model LLMs capture discourse knowledge that generalize language framework address question two dimension 1 develop unified discourse relation label set to facilitate cross lingual cross framework discourse analysis 2 probe llm to assess encode generalizable discourse abstraction use multilingual discourse relation classification testbe examine comprehensive set 23 llm vary size multilingual capability result show LLMs especially multilingual training corpora can generalize discourse information language framework further layer wise analysis reveal language generalization discourse level be most salient intermediate layer lastly error analysis provide account challenge relation class,"Florian Eichin, Yang Janet Liu, Barbara Plank, Michael A. Hedderich",13/03/2025,Computation and Language
10.48550./arXiv.2503.10497,MMLU ProX Multilingual Benchmark Advanced Large Language Model Evaluation,"traditional benchmark struggle to evaluate increasingly sophisticated language model multilingual culturally diverse contexts to address gap introduce MMLU ProX comprehensive multilingual benchmark cover 13 typologically diverse language approximately 11,829 question language build challenge reasoning focus design MMLU Pro framework employ semi automatic translation process translation generate state art large language model LLMs be rigorously evaluate expert annotator to ensure conceptual accuracy terminological consistency cultural relevance comprehensively evaluate 25 state art LLMs use 5 shot chain thought CoT zero shot prompt strategy analyze performance linguistic cultural boundary experiment reveal consistent performance degradation high resource language low resource one good model achieve 70 accuracy English drop 40 language Swahili highlight persistent gap multilingual capability recent advance MMLU ProX be ongoing project be expand benchmark incorporate additional language evaluate more language model to provide more comprehensive assessment multilingual capability","Weihao Xuan, Rui Yang, Heli Qi, Qingcheng Zeng, Yunze Xiao, Yun Xing, Junjue Wang, Huitao Li, Xin Li, Kunyu Yu, Nan Liu, Qingyu Chen, Douglas Teodoro, Edison Marrese-Taylor, Shijian Lu, Yusuke Iwasawa, Yutaka Matsuo, Irene Li",13/03/2025,Computation and Language
10.48550./arXiv.2503.10494,source prime multi turn Conversation help large Language Models Translate Documents,llm have pave way truly simple document level machine translation challenge such omission error remain paper study simple method handle document level machine translation leverage previous context multi turn conversational manner specifically decompose document segment iteratively translate maintain previous turn method ensure coherent translation additional training can fully re use KV cache previous turn thus minimize computational overhead far propose ` source prime method that first provide whole source document multi turn translation empirically show multi turn method outperform translate entire document single turn translate segment independently accord multiple automatic metric representative LLMs establish strong baseline document level translation use LLMs,"Hanxu Hu, Jannis Vamvas, Rico Sennrich",13/03/2025,Computation and Language
10.48550./arXiv.2503.10486,LLMs Disease Diagnosis Comparative Study DeepSeek R1 O3 Mini Across Chronic Health Conditions,large Language Models LLMs be revolutionize medical diagnostic enhance disease classification clinical decision making study evaluate performance two llm- base diagnostic tool DeepSeek R1 O3 Mini use structured dataset symptom diagnosis assess predictive accuracy disease category level as well reliability confidence score DeepSeek r1 achieve disease level accuracy 76 overall accuracy 82 outperform O3 Mini which attain 72 75 respectively notably DeepSeek r1 demonstrate exceptional performance Mental Health Neurological Disorders Oncology where reach 100 accuracy O3 Mini excel Autoimmune Disease classification 100 accuracy model however struggle Respiratory Disease classification record accuracy only 40 DeepSeek R1 20 O3 Mini additionally analysis confidence score reveal DeepSeek r1 provide high confidence prediction 92 case compare 68 O3 Mini ethical consideration regard bias model interpretability datum privacy be also discuss to ensure responsible integration LLMs clinical practice overall finding offer valuable insight strength limitation LLM base diagnostic system provide roadmap future enhancement AI drive healthcare,"Gaurav Kumar Gupta, Pranal Pande",13/03/2025,Computation and Language
10.48550./arXiv.2503.10480,World Modeling make Better Planner Dual Preference Optimization Embodied Task Planning,recent advance large vision language model lvlm have show promise embody task planning struggle fundamental challenge dependency constraint efficiency exist approach solely optimize action selection leverage world model inference overlook benefit learn to model world way to enhance planning capability propose Dual Preference Optimization D$^2$PO new learning framework that jointly optimize state prediction action selection preference learning enable lvlm to understand environment dynamic well planning to automatically collect trajectory stepwise preference datum human annotation introduce tree search mechanism extensive exploration trial error extensive experiment VoTa Bench demonstrate D$^2$PO base method significantly outperform exist method GPT-4o when apply Qwen2 VL 7b LLaVA-1.6 7B LLaMA-3.2 11b achieve superior task success rate more efficient execution path,"Siyin Wang, Zhaoye Fei, Qinyuan Cheng, Shiduo Zhang, Panpan Cai, Jinlan Fu, Xipeng Qiu",13/03/2025,Computation and Language
10.48550./arXiv.2503.10470,Statistical Analysis Sentence Structures ASCII Lexical Alignment PCA,utilize syntactic tool such part speech POS tagging have help understand sentence structure distribution diverse corpora be quite complex pose challenge natural language processing NLP study focus understand sentence structure balance usage noun verb determiner etc harmoniously rely such tool propose novel statistical method that use American Standard Code Information Interchange ASCII code to represent text 11 text corpora various source lexical category alignment use compress version PCA analyze result histogram normality test such Shapiro Wilk Anderson Darling Tests focus ASCII code approach simplify text processing not replace syntactic tool complement offer resource efficient tool assess text balance story generate Grok show normality indicate balanced sentence structure LLM output 4 remain 10 pass normality test further research could explore potential application text quality evaluation style analysis syntactic integration more broad task,Abhijeet Sahdev,13/03/2025,Computation and Language
10.48550./arXiv.2503.10460,light R1 Curriculum SFT DPO RL long COT Scratch,paper present work light R1 series model datum code release first focus train long COT model scratch specifically start model initially lack long cot capability use curriculum training recipe consist two stage sft semi policy DPO train model light R1 32b Qwen2.5 32b instruct result superior math performance compare DeepSeek R1 distill qwen-32b. be train exclusively math datum Light R1 32b show strong generalization other domain subsequent phase work highlight significant benefit 3k dataset construct second SFT stage enhance other model fine tuning DeepSeek R1 distil model use dataset obtain new SOTA model 7b 14b 32b model Light r1 32b DS perform comparably QwQ-32B DeepSeek R1 furthermore extend work apply reinforcement learning specifically GRPO long cot model to far improve reasoning performance successfully train final Light r1 14b ds RL achieve SOTA performance 14b parameter model math AIME24 25 score 74.0 60.2 respectively Light r1 14b ds surpasse even many 32b model DeepSeek R1 Distill Llama-70B. RL training also exhibit well expect behavior show simultaneous increase response length reward score Light R1 series work validate train long cot model scratch showcase art SFT datum release SOTA model RL,"Liang Wen, Yunke Cai, Fenrui Xiao, Xin He, Qi An, Zhenyu Duan, Yimin Du, Junchen Liu, Lifu Tang, Xiaowei Lv, Haosheng Zou, Yongchao Deng, Shousheng Jia, Xiangzheng Zhang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10452,DynaCode dynamic Complexity Aware Code Benchmark evaluate Large Language Models Code Generation,rapid advancement large language model LLMs have significantly improve performance code generation task however exist code benchmark remain static consist fix dataset predefine problem make vulnerable memorization training where LLMs recall specific test case instead generalize new problem lead data contamination unreliable evaluation result to address issue introduce DynaCode dynamic complexity aware benchmark that overcome limitation static dataset DynaCode evaluate LLMs systematically use complexity aware metric incorporate code complexity call graph structure DynaCode achieve large scale diversity generate up to 189 million unique nest code problem four distinct level code complexity refer unit 16 type call graph result 12 late LLMs show average performance drop 16.8 to 45.7 compare MBPP+ static code generation benchmark performance progressively decrease complexity increase demonstrate DynaCode 's ability to effectively differentiate llm additionally leverage call graph gain insight LLM behavior particularly preference handle subfunction interaction nested code,"Wenhao Hu, Jinhao Duan, Chunchen Wei, Li Zhang, Yue Zhang, Kaidi Xu",13/03/2025,Computation and Language
10.48550./arXiv.2503.10427,VisTai benchmarke Vision Language Models traditional Chinese Taiwan,paper propose comprehensive evaluation benchmark Visual Language Models VLM Traditional Chinese evaluation suite first kind contain two complementary component 1 VisTai MCQ collection manually curate exam multi choice question 21 academic subject design to test broad knowledge reasoning capability vlm 2 VisTai Dialogue open dialogue benchmark comprise 131 image question pair manually create to evaluate vlm ability free form dialogue generation taiwanese cultural contexts benchmark address critical gap evaluation landscape where exist benchmark predominantly focus English simplified Chinese neglect unique linguistic cultural aspect traditional Chinese use region Taiwan Hong Kong analysis reveal significant performance difference various vlm highlight specific challenge process traditional chinese visual content,"Zhi Rui Tam, Ya-Ting Pai, Yen-Wei Lee",13/03/2025,Computation and Language
10.48550./arXiv.2503.10367,G Boost boost private slm General LLMs,limited computational resource most large Language Models LLMs developer can only fine tune Small Language Models SLMs own datum private slm typically have limited effectiveness to boost performance private SLMs paper propose to ask general LLMs help general llm can be api large llm whose inference cost developer can afford specifically propose G Boost framework where private SLM adaptively perform collaborative inference general LLM guide process reward experiment demonstrate framework can significantly boost performance private slm,"Yijiang Fan, Yuren Mao, Longbin Lai, Ying Zhang, Zhengping Qian, Yunjun Gao",13/03/2025,Computation and Language
10.48550./arXiv.2503.10357,do look ` cat.n.01 ` taxonomy Image Generation Benchmark,paper explore feasibility use text image model zero shot setup to generate image taxonomy concept text base method taxonomy enrichment be well establish potential visual dimension remain unexplored to address propose comprehensive benchmark Taxonomy Image Generation that assess model ability to understand taxonomy concept generate relevant high quality image benchmark include common sense randomly sample WordNet concept LLM generate prediction 12 model be evaluate use 9 novel taxonomy relate text image metric human feedback moreover pioneer use pairwise evaluation GPT-4 feedback image generation experimental result show ranking model differ significantly standard T2I task playground v2 FLUX consistently outperform metric subset retrieval base approach perform poorly finding highlight potential automate curation structured datum resource,"Viktor Moskvoretskii, Alina Lobanova, Ekaterina Neminova, Chris Biemann, Alexander Panchenko, Irina Nikishina",13/03/2025,Computation and Language
10.48550./arXiv.2503.10354,Hybrid Architecture Efficient Fine Tuning Abstractive Patent Document Summarization,automatic patent summarization approach that help patent analysis comprehension procedure be high demand colossal growth innovation development natural language processing NLP text mining deep learning have notably amplify efficacy text summarization model abundant type document summarize patent text remain pertinent challenge labyrinthine writing style document which include technical legal intricacy additionally patent document content be considerably lengthy archetypal document which intricate process extract pertinent information summarization embody extractive abstractive text summarization methodology hybrid framework study propose system efficiently create abstractive summary patent record procedure involve leverage LexRank graph base algorithm to retrieve important sentence input parent text then utilize Bidirectional Auto Regressive Transformer BART model that have be fine tune use Low rank Adaptation LoRA produce text summary be accompany methodical testing evaluation strategy furthermore author employ certain meta learn technique to achieve Domain Generalization DG abstractive component multiple patent field,"Nevidu Jayatilleke, Ruvan Weerasinghe",13/03/2025,Computation and Language
10.48550./arXiv.2503.10351,New Trends Modern Machine Translation large Reasoning model,recent advance large Reasoning Models LRMs particularly leverage chain thought reasoning CoT have open brand new possibility Machine Translation MT position paper argue LRMs substantially transform traditional neural MT as well LLMs base MT paradigms reframe translation dynamic reasoning task that require contextual cultural linguistic understanding reasoning identify three foundational shift 1 contextual coherence where LRMs resolve ambiguity preserve discourse structure explicit reasoning cross sentence complex context even lack context 2 cultural intentionality enable model to adapt output infer speaker intent audience expectation socio linguistic norm 3 self reflection LRMs can perform self reflection inference time to correct potential error translation especially extremely noisy case show well robustness compare simply map X->Y translation explore various scenario translation include stylize translation document level translation multimodal translation showcase empirical example that demonstrate superiority LRMs translation also identify several interesting phenomenon lrm MT include auto pivot translation as well critical challenge such localisation translation inference efficiency conclusion think LRMs redefine translation system not merely text converter multilingual cognitive agent capable reasoning meaning text paradigm shift remind to think problem translation traditional translation scenario much broad context LRMs what can achieve top,"Sinuo Liu, Chenyang Lyu, Minghao Wu, Longyue Wang, Weihua Luo, Kaifu Zhang, Zifu Shang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10337,KV Distill nearly Lossless learnable Context compression llm,sequence sequence task often benefit long contexts quadratic complexity self attention standard Transformers render non trivial generation temporary representation -store so call KV cache account large portion GPU memory usage scale linearly context length introduce KV Distill Transformer compression framework that distill long context KV cache significantly short representation question independent fashion KV Distill can be train parameter efficient adaptor pretraine model enable compression arbitrary span context preserve pre train model capability treat compress uncompressed cache student teacher pair apply kl type divergence to match generate output KV Distill outperform other compression technique bad case extractive task approach uncompressed performance long context question answering summarization can be fine tune domain specific context to reduce length to 99 preserve downstream performance demonstrate generalizability KV Distill various model size architecture,"Vivek Chari, Guanghui Qin, Benjamin Van Durme",13/03/2025,Computation and Language
10.48550./arXiv.2503.10298,proceeding ISCA ITG Workshop Diversity Large Speech Language model,machine learning technique have conquer many different task speech natural language processing such speech recognition information extraction text speech generation human machine interaction use natural language speech chatbot modern technique typically rely large model represent general knowledge one several language large Language Models LLMs represent speech general audio characteristic model have be train large amount speech language datum typically include web content when human interact such technology effectiveness interaction will be influence how far human make use same type language model have be train other word model be able to generalize language use human when interact technology may lead gradual form adaptation human speech language production user who do not adapt may be exclude efficient use such technology top commercial model development follow market need under represent language dialect sociolect may decrease term priority furthermore many less speak language necessary data be not available which will worsen digital divide speech language technology usage workshop set out to discuss problem base scientific contribution perspective computer science linguistic include computational linguistic NLP,"Sebastian Möller, Pia Knoeferle, Britta Schulte, Nils Feldhus",12/03/2025,Computation and Language
10.48550./arXiv.2503.10294,Wikipedia be not Dictionary Delete Text Classification Proxy analyse Wiki deletion discussion,automated content moderation collaborative knowledge hub Wikipedia Wikidata be important yet challenging task multiple factor paper construct database discussion happen article mark deletion several Wikis three language which then use to evaluate range lm different task predict outcome discussion identify implicit policy individual comment might be point result reveal other discussion lead deletion be easy to predict surprisingly self produce tag keep delete redirect do not always help guide classifier presumably user hesitation deliberation comment,"Hsuvas Borkakoty, Luis Espinosa-Anke",13/03/2025,Computation and Language
10.48550./arXiv.2503.10267,Expanded Massive Multilingual Dataset high performance Language Technologies,train state art large language model require vast amount clean diverse textual datum however build suitable multilingual dataset remain challenge work present HPLT v2 collection high quality multilingual monolingual parallel corpora monolingual portion datum contain 8 t token cover 193 language parallel datum contain 380 m sentence pair cover 51 language document entire datum pipeline release code to reproduce provide extensive analysis quality characteristic datum finally evaluate performance language model machine translation system train HPLT v2 demonstrate value,"Laurie Burchell, Ona de Gibert, Nikolay Arefyev, Mikko Aulamo, Marta Bañón, Pinzhen Chen, Mariia Fedorova, Liane Guillou, Barry Haddow, Jan Hajič, Jindřich Helcl, Erik Henriksson, Mateusz Klimaszewski, Ville Komulainen, Andrey Kutuzov, Joona Kytöniemi, Veronika Laippala, Petter Mæhlum, Bhavitvya Malik, Farrokh Mehryary, Vladislav Mikhailov, Nikita Moghe, Amanda Myntti, Dayyán O'Brien, Stephan Oepen, Proyag Pal, Jousia Piha, Sampo Pyysalo, Gema Ramírez-Sánchez, David Samuel, Pavel Stepachev, Jörg Tiedemann, Dušan Variš, Tereza Vojtěchová, Jaume Zaragoza-Bernabeu",13/03/2025,Computation and Language
10.48550./arXiv.2503.10242,minorbench hand build benchmark content base risk child,large Language Models LLMs be rapidly enter child 's life parent drive adoption school peer network current AI ethic safety research do not adequately address content relate risk specific minor paper highlight gap real world case study LLM base chatbot deploy middle school setting reveal how student use sometimes misuse system build finding propose new taxonomy content base risk minor introduce MinorBench open source benchmark design to evaluate llm ability to refuse unsafe inappropriate query child evaluate six prominent llm different system prompt demonstrate substantial variability child safety compliance result inform practical step more robust child focus safety mechanism underscore urgency tailor AI system to safeguard young user,"Shaun Khoo, Gabriel Chua, Rachel Shong",13/03/2025,Computation and Language
10.48550./arXiv.2503.10233,ARLED leverage led base ARMAN Model Abstractive Summarization Persian Long Documents,"increase volume textual datum pose challenge read comprehend large document particularly scholar who need to extract useful information research article automatic text summarization have emerge powerful tool to condense lengthy document concise informative summary depend approach use text summarization can be categorize extractive abstractive extractive method be commonly use simplicity often miss important information other hand Abstractive Summarization can generate more coherent informative summary understand underlying meaning text abstractive technique have gain attention various language recent advancement have be achieve pre training model such BERT BART T5 however challenge summarize long document remain alternative model Longformer have be introduce to address limitation context paper focus abstractive summarization persian language author introduce new dataset 300,000 full text persian paper obtain Ensani website apply ARMAN model base Longformer architecture to generate summary experimental result demonstrate promising performance persian text summarization paper provide comprehensive overview related work discuss methodology present experimental result conclude future research direction","Samira Zangooei, Amirhossein Darmani, Hossein Farahmand Nezhad, Laya Mahmoudi",13/03/2025,Computation and Language
10.48550./arXiv.2503.10229,R.U.Psycho robust Unified Psychometric Testing Language model,generative language model be increasingly be subject psychometric questionnaire intend human testing effort to establish trait benchmark alignment to simulate participant social science experiment grow body work shed light likeness model response human concern be warrant regard rigour reproducibility which experiment may be conduct instability model output sensitivity prompt design parameter setting large number available model version increase documentation requirement consequently generalization finding be often complex reproducibility be far guarantee paper present http URL framework design run robust reproducible psychometric experiment generative language model that require limited code expertise demonstrate capability framework variety psychometric questionnaire which lend support prior finding literature http URL be available Python package https url,"Julian Schelb, Orr Borin, David Garcia, Andreas Spitz",13/03/2025,Computation and Language
10.48550./arXiv.2503.10220,assess validity new paradigmatic complexity measure criterial feature proficiency l2 writing English,article address Second Language L2 write development investigation new grammatical structural complexity metric explore paradigmatic production learner English link language function to specific grammatical paradigm use EFCAMDAT gold standard corpus french learner external test set employ supervised learning framework to operationalise evaluate seven microsystem show learner level be associate seven microsystem MS use ordinal regression modelling evaluation result show MS be significant yield low impact take individually however influence be show to be impactful take group microsystem measurement method suggest be possible to use part broad purpose call system focus proficiency assessment,"Cyriel Mallart (UR2, LIDILE), Andrew Simpkin, Nicolas Ballier (UPCité, ALTAE (URP 3967)), Paula Lissón (UNIR), Rémi Venant (UM, LIUM), Jen-Yu Li (UR2, LIDILE), Bernardo Stearns (NUI Galway, INSIGHT), Thomas Gaillat (LIDILE, UR2)",13/03/2025,Computation and Language
10.48550./arXiv.2503.10211,Adaptive Inner Speech Text alignment LLM base Speech Translation,recent advancement large language model LLMs have lead significant breakthrough various task lay foundation development LLM base speech translation system exist method primarily focus align input output modality overlook deep semantic alignment model representation to address limitation propose Adaptive Inner Speech Text Alignment AI STA method to bridge modality gap explicitly align speech text representation select layer LLMs to achieve leverage optimal transport OT theory to quantify fine grain representation discrepancy speech text furthermore utilize cross modal retrieval technique to identify layer that be well suited alignment perform joint training layer experimental result speech translation ST task demonstrate AI STA significantly improve translation performance large speech text model LSMs outperform previous state art approach finding highlight importance inner layer speech text alignment LLMs provide new insight enhance cross modal learning,"Henglyu Liu, Andong Chen, Kehai Chen, Xuefeng Bai, Meizhi Zhong, Yuan Qiu, Min Zhang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10177,PRISM Preference Refinement Implicit Scene Modeling 3d Vision Language Preference Based Reinforcement Learning,propose PRISM novel framework design to overcome limitation 2D base Preference Based Reinforcement Learning PBRL unify 3d point cloud modeling future aware preference refinement core PRISM adopt 3d Point Cloud Language Model 3d PC LLM to mitigate occlusion viewpoint bias ensure more stable spatially consistent preference signal additionally PRISM leverage chain Thought CoT reasoning to incorporate long horizon consideration thereby prevent short sighted feedback often see static preference comparison contrast conventional PBRL technique integration 3d perception future orient reasoning lead significant gain preference agreement rate fast policy convergence robust generalization unseen robotic environment empirical result span task such robotic manipulation autonomous navigation highlight PRISM 's potential real world application where precise spatial understanding reliable long term decision making be critical bridge 3d geometric awareness CoT drive preference modeling PRISM establish comprehensive foundation scalable human aligned reinforcement learning,"Yirong Sun, Yanjun Chen",13/03/2025,Computation and Language
10.48550./arXiv.2503.10167,well keep thinking enhance LLM Reasoning Adaptive Injection Decoding,large language model LLMs exhibit strong reasoning ability often attribute few shot zero shot chain thought CoT prompt effective method require labor intensive prompt engineering raise question reasoning can be induce reliance explicit prompt work unlock reasoning capability LLMs explicit prompting inspire zero shot CoT CoT decode propose novel decode strategy that systematically nudge LLMs to continue reasoning thereby prevent immature reasoning process specifically monitor model 's generation inject designate phrase whenever be likely to conclude response prematurely complete reasoning process experimental evaluation diverse reasoning benchmark demonstrate propose strategy substantially improve LLM reasoning capability highlight potential decode base intervention alternative traditional prompt technique,"Hyunbin Jin, Je Won Yeom, Seunghyun Bae, Taesup Kim",13/03/2025,Computation and Language
10.48550./arXiv.2503.10150,Retrieval Augmented Generation Hierarchical Knowledge,Graph base Retrieval Augmented Generation RAG method have significantly enhance performance large language model LLMs domain specific task however exist RAG method do not adequately utilize naturally inherent hierarchical knowledge human cognition which limit capability RAG system paper introduce new RAG approach call HiRAG which utilize hierarchical knowledge to enhance semantic understanding structure capture capability RAG system indexing retrieval process extensive experiment demonstrate hirag achieve significant performance improvement state art baseline method code propose method be available https https url,"Haoyu Huang, Yongfeng Huang, Junjie Yang, Zhenyu Pan, Yongqiang Chen, Kaili Ma, Hongzhi Chen, James Cheng",13/03/2025,Computation and Language
